File Name;Song Title;Author;Year
"Michael Kiwanuka - Cold Little Heart.mp3";Cold Little Heart;Michael Kiwanuka;2016
"Feeling Good -Nina Simone.mp3";Feeling Good;Nina Simone;1965
"Nick Jonas - Find You.mp3";Find You;Nick Jonas;2017
"BTS - DNA.mp3";DNA;BTS;2017
"Captain, Tennille - Love Will Keep Us Together.mp3";Love Will Keep Us Together;Captain, Tennille;1975
"Foundations - Build Me Up Buttercup.mp3";Build Me Up Buttercup;Foundations;1969
"Grace VanderWaal - So Much More Than This.mp3";So Much More Than This;Grace VanderWaal;2017
"Earth, Wind , Fire - Shining Star.mp3";Shining Star;Earth, Wind , Fire;1975
"Doris Day - Whatever Will Be Will Be (Que Sera Sera).mp3";Whatever Will Be Will Be (Que Sera Sera);Doris Day;1956
"DJ Snake, Lil Jon - Turn Down For What.mp3";Turn Down For What;DJ Snake, Lil Jon;2014
"Ed Sheeran - Castle on the Hill.mp3";Castle on the Hill;Ed Sheeran;2017
"Nelson Riddle - Lisbon Antigua.mp3";Lisbon Antigua;Nelson Riddle;1956
"Beach Boys - Surfin' U.S.A..mp3";Surfin' U.S.A.;Beach Boys;1963
"Redbone - Come And Get Your Love.mp3";Come And Get Your Love;Redbone;1974
"Kitty Kallen - Little Things Mean A Lot.mp3";Little Things Mean A Lot;Kitty Kallen;1954
"Rebelution - Ordinary Girl.mp3";Ordinary Girl;Rebelution;2007
"Avril Lavigne - Complicated.mp3";Complicated;Avril Lavigne;2002
"Imagine Dragons - Radioactive.mp3";Radioactive;Imagine Dragons;2013
"Pied Pipers - My Happiness.mp3";My Happiness;Pied Pipers;1948
"Kenny Wayne Shepherd Band - Diamonds & Gold.mp3";Diamonds & Gold;Kenny Wayne Shepherd Band;2017
"Woody Herman, His Orchestra - Blues in the Night (My Mama Done Tol' Me).mp3";Blues in the Night (My Mama Done Tol' Me);Woody Herman, His Orchestra;1942
"Rare Earth - Get Ready.mp3";Get Ready;Rare Earth;1970
"Shaggy feat. Ricardo RikRok Ducent - It Wasn't Me.mp3";It Wasn't Me;"Shaggy feat. Ricardo ""RikRok"" Ducent";2001
"Taylor Swift - ...Ready For It .mp3";...Ready For It?;Taylor Swift;2017
"Crew Cuts - Sh-Boom.mp3";Sh-Boom;Crew Cuts;1954
"The Glenn Miller Orchestra - Elmer's Tune.mp3";Elmer's Tune;The Glenn Miller Orchestra;1941
"DJ Snake, Lil Jon - Turn Down For What.mp3";Turn Down For What;DJ Snake, Lil Jon;2013
"blackbear - do re mi.mp3";do re mi;blackbear;2017
"Margaret Whiting - A Tree In The Meadow.mp3";A Tree In The Meadow;Margaret Whiting;1948
"Eddie Fisher - I'm Walking Behind You.mp3";I'm Walking Behind You;Eddie Fisher;1953
"Fergie - Big Girls Don't Cry.mp3";Big Girls Don't Cry;Fergie;2007
"Andy Gibb - (Love Is) Thicker Than Water.mp3";(Love Is) Thicker Than Water;Andy Gibb;1978
"Justin Bieber, BloodPop - Friends.mp3";Friends;Justin Bieber, BloodPop®;2017
"Taylor Swift - Love Story.mp3";Love Story;Taylor Swift;2009
"Nickelback - How You Remind Me.mp3";How You Remind Me;Nickelback;2002
"Madonna - Crazy For You.mp3";Crazy For You;Madonna;1985
"Tony Bennett - Because Of You.mp3";Because Of You;Tony Bennett;1951
"Dua Lipa - New Rules.mp3";New Rules;Dua Lipa;2017
"Archie Bleyer - Hernando's Hideaway.mp3";Hernando's Hideaway;Archie Bleyer;1954
"Jonathan Fritzen - Let It Go.mp3";Let It Go;Jonathan Fritzen;2017
"Bon Jovi - Livin' On a Prayer.mp3";Livin' On a Prayer;Bon Jovi;1986
"Shaggy - Angel (feat. Rayvon).mp3";Angel (feat. Rayvon);Shaggy;2000
"Exile - Kiss You All Over.mp3";Kiss You All Over;Exile;1978
"Whitney Houston - How Will I Know.mp3";How Will I Know;Whitney Houston;1986
"P!nk - What About Us.mp3";What About Us;P!nk;2017
"Ace Of Base - The Sign.mp3";The Sign;Ace Of Base;1994
"Lee Brice - Boy.mp3";Boy;Lee Brice;2017
"Dionne, Friends - That's What Friends Are For.mp3";That's What Friends Are For;Dionne, Friends;1986
"Damian 'Jr. Gong' Marley - Road to Zion.mp3";Road to Zion;Damian 'Jr. Gong' Marley;2005
"Fleetwoods - Come Softly To Me.mp3";Come Softly To Me;Fleetwoods;1959
"Village People - Y.M.C.A..mp3";Y.M.C.A.;Village People;1979
"Miguel - Shockandawe.mp3";Shockandawe;Miguel;2017
"Johnny Mercer - On the Atchison, Topeka and Sante Fe.mp3";On the Atchison, Topeka and Sante Fe;Johnny Mercer;1945
"Blu Cantrell - Hit 'Em Up Style (Oops!).mp3";Hit 'Em Up Style (Oops!);Blu Cantrell;2001
"Three Suns - Peg O' My Heart.mp3";Peg O' My Heart;Three Suns;1947
"Khalid - American Teen.mp3";American Teen;Khalid;2017
"Hailee Steinfeld - Most Girls.mp3";Most Girls;Hailee Steinfeld;2017
"The Glenn Miller Orchestra - Chattanooga Choo Choo.mp3";Chattanooga Choo Choo;The Glenn Miller Orchestra;1941
"Annie Lennox - I Put a Spell On You.mp3";I Put a Spell On You;Annie Lennox;2014
"Mel Waiters - Hole In the Wall.mp3";Hole In the Wall;Mel Waiters;1999
"Ed Sheeran - Perfect.mp3";Perfect;Ed Sheeran;2017
"Eli-Mac - Mr Sensi.mp3";Mr Sensi;Eli-Mac;2017
"AC DC - Thunderstruck.mp3";Thunderstruck;AC DC;1990
"Bryson Tiller - Run Me Dry.mp3";Run Me Dry;Bryson Tiller;2017
"Pat Boone - Love Letters In The Sand.mp3";Love Letters In The Sand;Pat Boone;1957
"Shirelles - Soldier Boy.mp3";Soldier Boy;Shirelles;1962
"John Legend - All of Me.mp3";All of Me;John Legend;2013
"Eagles - Hotel California.mp3";Hotel California;Eagles;1976
"Gary, Bing Crosby - Simple Melody.mp3";Simple Melody;Gary, Bing Crosby;1950
"Sean Paul - Tek Weh Yuh Heart (Audio) ft.mp3";Tek Weh Yuh Heart (feat. Tory Lanez);Sean Paul;1977
"Leroy,erson - Blue Tango.mp3";Blue Tango;Leroy,erson;1952
"Phil Collins - Against All Odds (Take A Look At Me Now).mp3";Against All Odds (Take A Look At Me Now);Phil Collins;1984
"Mija, Vindata - Better.mp3";Better;Mija, Vindata;2016
"Whitney Houston - Heartbreak Hotel.mp3";Heartbreak Hotel;Whitney Houston;1999
"The Weeknd - Die For You.mp3";Die For You;The Weeknd;2016
"Adele - Rolling In The Deep.mp3";Rolling In The Deep;Adele;2011
"Rosemary Clooney - Come On-a My House.mp3";Come On-a My House;Rosemary Clooney;1951
"Maroon 5, Wiz Khalifa - Payphone.mp3";Payphone;Maroon 5, Wiz Khalifa;2012
"Champs - Tequila.mp3";Tequila;Champs;1958
"Richard Elliot - Summer Madness.mp3";Summer Madness;Richard Elliot;2016
"Will To Power - Baby, I Love Your Way-Freebird.mp3";Baby, I Love Your Way-Freebird;Will To Power;1989
"Four Aces - Three Coins In The Fountain.mp3";Three Coins In The Fountain;Four Aces;1954
"Wham! - Wake Me Up Before You Go-Go.mp3";Wake Me Up Before You Go-Go;Wham!;1985
"Jake Paul - It's Everyday Bro (feat. Team 10).mp3";It's Everyday Bro (feat. Team 10);Jake Paul;2017
"Bob Marley - Turn Your Lights Down Low (Interpolation of Lovin You).mp3";Turn Your Lights Down Low (Interpolation of Lovin You);Bob Marley;1999
"Lifehouse - Hanging By A Moment.mp3";Hanging By A Moment;Lifehouse;2001
"Bee Gees - How Can You Mend A Broken Heart.mp3";How Can You Mend A Broken Heart;Bee Gees;1971
"NGHTMRE, Loudpvck - Click Clack.mp3";Click Clack;NGHTMRE, Loudpvck;2016
"Buddy Guy - Ain't No Sunshine (feat. Tracy Chapman).mp3";Ain't No Sunshine (feat. Tracy Chapman);Buddy Guy;2005
"Chronixx - Skankin' Sweet.mp3";Skankin' Sweet;Chronixx;2017
"Michael Jackson - Beat It.mp3";Beat It;Michael Jackson;1983
"Bobby Vinton - Roses Are Red (My Love).mp3";Roses Are Red (My Love);Bobby Vinton;1962
"Taj Mahal, Keb' Mo' - Don't Leave Me Here.mp3";Don't Leave Me Here;Taj Mahal, Keb' Mo';2017
"Daniel Caesar - Best Part (feat. H.E.R.).mp3";Best Part (feat. H.E.R.);Daniel Caesar;2017
"Vic Damone - You're Breaking My Heart.mp3";You're Breaking My Heart;Vic Damone;1949
"Savage Garden - I Knew I Loved You.mp3";I Knew I Loved You;Savage Garden;2000
"Foo Fighters - The Line.mp3";The Line;Foo Fighters;2017
"QT - Hey QT.mp3";Hey QT;QT;2014
"Shaggy - Angel.mp3";Angel;Shaggy;2000
"Liam Payne - Strip That Down (feat. Quavo).mp3";Strip That Down (feat. Quavo);Liam Payne;2017
"Tony Orlando, Dawn - Tie A Yellow Ribbon Round The Ole Oak Tree.mp3";Tie A Yellow Ribbon Round The Ole Oak Tree;Tony Orlando, Dawn;1973
"Elton John - Candle In The Wind 1997 - Something About The Way You Look Tonight.mp3";Candle In The Wind 1997 - Something About The Way You Look Tonight;Elton John;1998
"Nat King Cole - Too Young.mp3";Too Young;Nat King Cole;1951
"matchbox twenty - Bent.mp3";Bent;matchbox twenty;2000
"Albert King - Born Under a Bad Sign.mp3";Born Under a Bad Sign;Albert King;1967
"Rod Stewart - Tonight's The Night (Gonna Be Alright).mp3";Tonight's The Night (Gonna Be Alright);Rod Stewart;1977
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;2017
"Rusko - Woo Boost.mp3";Woo Boost;Rusko;2010
"Diana Ross - Touch Me In The Morning.mp3";Touch Me In The Morning;Diana Ross;1973
"LOCASH - Ring on Every Finger.mp3";Ring on Every Finger;LOCASH;2016
"Roberta Flack - The First Time Ever I Saw Your Face.mp3";The First Time Ever I Saw Your Face;Roberta Flack;1972
"Righteous Brothers - You've Lost That Lovin' Feelin'.mp3";You've Lost That Lovin' Feelin';Righteous Brothers;1965
"OneRepublic - Counting Stars.mp3";Counting Stars;OneRepublic;2014
"Bob Marley, The Wailers - One Love  People Get Ready.mp3";One Love People Get Ready;Bob Marley, The Wailers;1977
"J. Frank Wilson , The Cavaliers - Last Kiss.mp3";Last Kiss;J. Frank Wilson , The Cavaliers;1964
"Sixpence None The Richer - Kiss Me.mp3";Kiss Me;Sixpence None The Richer;1999
"Mario - Let Me Love You.mp3";Let Me Love You;Mario;2005
"Eddie Rabbitt - I Love A Rainy Night.mp3";I Love A Rainy Night;Eddie Rabbitt;1981
"Les Baxter - The Poor People Of Paris.mp3";The Poor People Of Paris;Les Baxter;1956
"Lukas Graham - 7 Years.mp3";7 Years;Lukas Graham;2016
"Maroon 5 - This Love.mp3";This Love;Maroon 5;2004
"Jimmy Dorsey, His Orchestra - Besame Mucho (Kiss Me Much).mp3";Besame Mucho (Kiss Me Much);Jimmy Dorsey, His Orchestra;1944
"Chris Lane - For Her.mp3";For Her;Chris Lane;2015
"Muddy Waters - Mannish Boy.mp3";Mannish Boy;Muddy Waters;1977
"Billy Idol - Cradle Of Love.mp3";Cradle Of Love;Billy Idol;1990
"Nelly Furtado, Timbaland - Promiscuous.mp3";Promiscuous;Nelly Furtado, Timbaland;2006
"Toto - Africa.mp3";Africa;Toto;1982
"Alicia Keys - If I Ain't Got You.mp3";If I Ain't Got You;Alicia Keys;2003
"Lizz Wright - Southern Nights.mp3";Southern Nights;Lizz Wright;2017
"Black Eyed Peas - Don't Phunk With My Heart.mp3";Don't Phunk With My Heart;Black Eyed Peas;2005
"Bruce Channel - Hey! Baby.mp3";Hey! Baby;Bruce Channel;1962
"Katy Perry, Juicy J - Dark Horse.mp3";Dark Horse;Katy Perry, Juicy J;2014
"Flo Rida - My House.mp3";My House;Flo Rida;2016
"Elton John - Philadelphia Freedom.mp3";Philadelphia Freedom;Elton John;1975
"TOKiMONSTA - Mileena's Theme.mp3";Mileena's Theme;TOKiMONSTA;2011
"Bill Withers - Lean On Me.mp3";Lean On Me;Bill Withers;1972
"John Cougar - Jack And Diane.mp3";Jack And Diane;John Cougar;1982
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;1962
"Khalid - Young Dumb & Broke (Remix) [feat. Rae Sremmurd & Lil Yachty].mp3";Young Dumb & Broke (Remix) [feat. Rae Sremmurd & Lil Yachty];Khalid;2017
"B.B. King, U2 - When Love Comes to Town.mp3";When Love Comes to Town;B.B. King, U2;1998
"Gale Garnett - We'll Sing In The Sunshine.mp3";We'll Sing In The Sunshine;Gale Garnett;1964
"Robert Johnson - Cross Road Blues.mp3";Cross Road Blues;Robert Johnson;1990
"The Louisiana Blues Brothas - My Sidepiece (feat. Pokey & Major Clark Jr.).mp3";My Sidepiece (feat. Pokey & Major Clark Jr.);The Louisiana Blues Brothas;2014
"Fleetwood Mac - Landslide.mp3";Landslide;Fleetwood Mac;1975
"Mark Ronson - Uptown Funk (feat. Bruno Mars).mp3";Uptown Funk (feat. Bruno Mars);Mark Ronson;2014
"Lil Jon, The East Side Boyz feat. Ying Yang Twins - Get Low.mp3";Get Low;Lil Jon, The East Side Boyz feat. Ying Yang Twins;2003
"Chaka Demus, Pliers - Murder She Wrote.mp3";Murder She Wrote;Chaka Demus, Pliers;1987
"Florida Georgia Line - H.O.L.Y..mp3";H.O.L.Y.;Florida Georgia Line;2016
"LANCO - Greatest Love Story.mp3";Greatest Love Story;LANCO;2016
"Foo Fighters - Run.mp3";Run;Foo Fighters;2017
"Belinda Carlisle - Heaven Is A Place On Earth.mp3";Heaven Is A Place On Earth;Belinda Carlisle;1988
"Elvis Presley - All Shook Up.mp3";All Shook Up;Elvis Presley;1957
"Elvis Presley - Crying In The Chapel.mp3";Crying In The Chapel;Elvis Presley;1965
"Lynyrd Skynyrd - Sweet Home Alabama.mp3";Sweet Home Alabama;Lynyrd Skynyrd;1974
"Bonnie Tyler - Total Eclipse Of The Heart.mp3";Total Eclipse Of The Heart;Bonnie Tyler;1983
"Young Rascals - Groovin'.mp3";Groovin';Young Rascals;1967
"Chuck Berry - Route 66.mp3";Route 66;Chuck Berry;1958
"B.o.B feat. Bruno Mars - Nothin' On You.mp3";Nothin' On You;B.o.B feat. Bruno Mars;2010
"Ted Weems - Heartaches.mp3";Heartaches;Ted Weems;1947
"Russell Dickerson - Yours.mp3";Yours;Russell Dickerson;2016
"Julia Michaels - Issues.mp3";Issues;Julia Michaels;2017
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;1994
"Jonny Lang - Make It Move.mp3";Make It Move;Jonny Lang;2017
"Donny Osmond - Go Away Little Girl.mp3";Go Away Little Girl;Donny Osmond;1971
"Justin Bieber - Sorry.mp3";Sorry;Justin Bieber;2016
"Tony Bennett - Cold, Cold Heart.mp3";Cold, Cold Heart;Tony Bennett;1951
"Usher, Lil Jon, Ludacris - Yeah!.mp3";Yeah!;Usher, Lil Jon, Ludacris;2004
"Paula Abdul - Cold Hearted.mp3";Cold Hearted;Paula Abdul;1989
"Bryan Adams, Rod Stewart , Sting - All For Love.mp3";All For Love;Bryan Adams, Rod Stewart , Sting;1994
"Maroon 5 - What Lovers Do (feat. SZA).mp3";What Lovers Do (feat. SZA);Maroon 5;2017
"Robert John - Sad Eyes.mp3";Sad Eyes;Robert John;1979
"Debbie Gibson - Lost In Your Eyes.mp3";Lost In Your Eyes;Debbie Gibson;1989
"Mr.Tac - Unforgettable (Drop-Zone Remix).mp3";Unforgettable (Drop-Zone Remix);Mr.Tac;2017
"INXS - Need You Tonight.mp3";Need You Tonight;INXS;1988
"En Vogue - Don't Let Go (Love).mp3";Don't Let Go (Love);En Vogue;1997
"Seth MacFarlane - Almost Like Being In Love.mp3";Almost Like Being In Love;Seth MacFarlane;2017
"Ray Stevens - The Streak.mp3";The Streak;Ray Stevens;1974
"Barbra Streisand - The Way We Were.mp3";The Way We Were;Barbra Streisand;1974
"Childish Gambino - Redbone.mp3";Redbone;Childish Gambino;2016
"SZA - The Weekend.mp3";The Weekend;SZA;2017
"Percy Faith - Song From Moulin Rouge.mp3";Song From Moulin Rouge;Percy Faith;1953
"Keith Urban - Blue Ain't Your Color.mp3";Blue Ain't Your Color;Keith Urban;2016
"Jewel - Foolish Games - You Were Meant For Me.mp3";Foolish Games / You Were Meant For Me;Jewel;1997
"Righteous Brothers - (You're My) Soul And Inspiration.mp3";(You're My) Soul And Inspiration;Righteous Brothers;1966
"Jon, Sondra Steele - My Happiness.mp3";My Happiness;Jon, Sondra Steele;1948
"TLC - Baby-Baby-Baby.mp3";Baby-Baby-Baby;TLC;1992
"Beach Boys - I Get Around.mp3";I Get Around;Beach Boys;1964
"Otis Redding - (Sittin' On) The Dock Of The Bay.mp3";(Sittin' On) The Dock Of The Bay;Otis Redding;1968
"Scott Bradlee's Postmodern Jukebox - Seven Nation Army (feat. Haley Reinhart).mp3";Seven Nation Army (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;2015
"Mitchell Ayres, His Fashions in Music - Make-Believe Island.mp3";Make-Believe Island;Mitchell Ayres, His Fashions in Music;1940
"Little Eva - The Loco-Motion.mp3";The Loco-Motion;Little Eva;1962
"Katy Perry, Snoop Dogg - California Gurls.mp3";California Gurls;Katy Perry, Snoop Dogg;2010
"Peggy Lee - Manana.mp3";Manana;Peggy Lee;1948
"Weeknd - Can't Feel My Face.mp3";Can't Feel My Face;Weeknd;2015
"Three Dog Night - Joy To The World.mp3";Joy To The World;Three Dog Night;1971
"Elton John - Bennie And The Jets.mp3";Bennie And The Jets;Elton John;1974
"James Ingram, Patti Austin, Quincy Jones - Baby, Come to Me.mp3";Baby, Come to Me;James Ingram, Patti Austin, Quincy Jones;1981
"Shelley Fabares - Johnny Angel.mp3";Johnny Angel;Shelley Fabares;1962
"Bing Crosby - Swinging on a Star.mp3";Swinging on a Star;Bing Crosby;1944
"Bell Biv Devoe - Poison.mp3";Poison;Bell Biv Devoe;1990
"Chubby Checker - Pony Time.mp3";Pony Time;Chubby Checker;1961
"Blake Shelton - I'll Name the Dogs.mp3";I'll Name the Dogs;Blake Shelton;2017
"Extreme - More Than Words.mp3";More Than Words;Extreme;1991
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;2017
"Francis Craig - Near You.mp3";Near You;Francis Craig;1947
"Wayne Wonder - No Letting Go.mp3";No Letting Go;Wayne Wonder;2002
"Grover Washington, Jr. - Just the Two of Us (feat. Bill Withers).mp3";Just the Two of Us (feat. Bill Withers);Grover Washington, Jr.;1980
"Mariah Carey - Dreamlover.mp3";Dreamlover;Mariah Carey;1993
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;2017
"Van Morrison - Transformation.mp3";Transformation;Van Morrison;2017
"Scott Bradlee's Postmodern Jukebox - Creep (feat. Haley Reinhart).mp3";Creep (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;2015
"Monkees - Last Train To Clarksville.mp3";Last Train To Clarksville;Monkees;1966
"Toni Braxton - Un-Break My Heart.mp3";Un-Break My Heart;Toni Braxton;1997
"Faith Hill - Breathe.mp3";Breathe;Faith Hill;2000
"Pink Floyd - Wish You Were Here.mp3";Wish You Were Here;Pink Floyd;1975
"Hailee Steinfeld, Alesso - Let Me Go (feat. Florida Georgia Line & watt).mp3";Let Me Go (feat. Florida Georgia Line & watt);Hailee Steinfeld, Alesso;2017
"Missy Elliott feat. Ciara, Fat Man Scoop - Lose Control.mp3";Lose Control;Missy Elliott feat. Ciara, Fat Man Scoop;2005
"Perez Prado - Cherry Pink And Apple Blossom White.mp3";Cherry Pink And Apple Blossom White;Perez Prado;1955
"Rihanna, Drake - Work.mp3";Work;Rihanna, Drake;2016
"Beatles - I Want To Hold Your Hand.mp3";I Want To Hold Your Hand;Beatles;1964
"Quincy Jones - Just Once.mp3";Just Once;Quincy Jones;1981
"Kris Kross - Jump.mp3";Jump;Kris Kross;1992
"Shakira, Wyclef Jean - Hips Don't Lie.mp3";Hips Don't Lie;Shakira, Wyclef Jean;2006
"John Denver - Thank God I'm A Country Boy.mp3";Thank God I'm A Country Boy;John Denver;1975
"Johnny Mercer - Personality.mp3";Personality;Johnny Mercer;1946
"Johnnie Taylor - Soul Heaven.mp3";Soul Heaven;Johnnie Taylor;1999
"Leon Bridges - River.mp3";River;Leon Bridges;2015
"Mark Ronson, Bruno Mars - Uptown Funk!.mp3";Uptown Funk!;Mark Ronson, Bruno Mars;2015
"Sia feat. Sean Paul - Cheap Thrills.mp3";Cheap Thrills;Sia feat. Sean Paul;2016
"Lloyd Price - Personality.mp3";Personality;Lloyd Price;1959
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;2016
"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;2016
"Impressions - It's All Right.mp3";It's All Right;Impressions;1963
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;2017
"Herb Alpert - Rise.mp3";Rise;Herb Alpert;1979
"Les Brown, His Orchestra - Sentimental Journey.mp3";Sentimental Journey;Les Brown, His Orchestra;1945
"3 Doors Down - Here Without You.mp3";Here Without You;3 Doors Down;2004
"Thomas Rhett - Die a Happy Man.mp3";Die a Happy Man;Thomas Rhett;2015
"Susan Tedeschi - Angel from Montgomery (Live).mp3";Angel from Montgomery (Live);Susan Tedeschi;2004
"Hugo Montenegro - The Good, The Bad And The Ugly.mp3";The Good, The Bad And The Ugly;Hugo Montenegro;1968
"Paul McCartney, Stevie Wonder - Ebony And Ivory.mp3";Ebony And Ivory;Paul McCartney, Stevie Wonder;1982
"Trombone Shorty - Here Come the Girls.mp3";Here Come the Girls;Trombone Shorty;2017
"Pussycat Dolls feat. Snoop Dogg - Buttons.mp3";Buttons;Pussycat Dolls feat. Snoop Dogg;2006
"Everly Brothers - Cathy's Clown.mp3";Cathy's Clown;Everly Brothers;1960
"Lady Antebellum - You Look Good.mp3";You Look Good;Lady Antebellum;2017
"Love Unlimited Orchestra - Love's Theme.mp3";Love's Theme;Love Unlimited Orchestra;1974
"Shai - If I Ever Fall In Love.mp3";If I Ever Fall In Love;Shai;1993
"The Glenn Miller Orchestra - When You Wish upon a Star.mp3";When You Wish upon a Star;The Glenn Miller Orchestra;1940
"Bing Crosby , The ,rews Sisters - South America, Take It Away.mp3";South America, Take It Away;Bing Crosby , The ,rews Sisters;1946
"Song Spinners - Comin' in on a Wing and a Prayer.mp3";Comin' in on a Wing and a Prayer;Song Spinners;1943
"Diamonds - Little Darlin'.mp3";Little Darlin';Diamonds;1957
"Mama's , The Papa's - California Dreamin'.mp3";California Dreamin';Mama's , The Papa's;1966
"Donna Summer - Hot Stuff.mp3";Hot Stuff;Donna Summer;1979
"Sammy Kaye , Don Cornell - It Isn't Fair.mp3";It Isn't Fair;Sammy Kaye , Don Cornell;1950
"Nat King Cole - L-O-V-E.mp3";L-O-V-E;Nat King Cole;2008
"Wham! - Careless Whisper.mp3";Careless Whisper;Wham!;1985
"Jason Aldean - They Don't Know.mp3";They Don't Know;Jason Aldean;2016
"Queen, David Bowie - Under Pressure.mp3";Under Pressure;Queen, David Bowie;1981
"Dee Clark - Raindrops.mp3";Raindrops;Dee Clark;1961
"Elvis Presley - Heartbreak Hotel.mp3";Heartbreak Hotel;Elvis Presley;1956
"Lorde - Royals.mp3";Royals;Lorde;2013
"Gary Wright - Love Is Alive.mp3";Love Is Alive;Gary Wright;1976
"Mac Davis - Baby Don't Get Hooked On Me.mp3";Baby Don't Get Hooked On Me;Mac Davis;1972
"Mariah Carey, Boyz II Men - One Sweet Day.mp3";One Sweet Day;Mariah Carey, Boyz II Men;1996
"Gogi Grant - The Wayward Wind.mp3";The Wayward Wind;Gogi Grant;1956
"Puff Daddy, Faith Evans - I'll Be Missing You.mp3";I'll Be Missing You;Puff Daddy, Faith Evans;1997
"Beyonce - Irreplaceable.mp3";Irreplaceable;Beyonce;2007
"Luke Combs - When It Rains It Pours.mp3";When It Rains It Pours;Luke Combs;2016
"Knack - My Sharona.mp3";My Sharona;Knack;1979
"Milli Vanilli - Girl You Know It's True.mp3";Girl You Know It's True;Milli Vanilli;1989
"Cascades - Rhythm Of The Rain.mp3";Rhythm Of The Rain;Cascades;1963
"Billy Currington - Do I Make You Wanna.mp3";Do I Make You Wanna;Billy Currington;2015
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;2016
"Mary J. Blige - Be Without You.mp3";Be Without You;Mary J. Blige;2006
"Bob Marley, The Wailers - I Shot the Sheriff.mp3";I Shot the Sheriff;Bob Marley, The Wailers;1973
"NEEDTOBREATHE - Hard Love (feat. Lauren Daigle).mp3";Hard Love (feat. Lauren Daigle);NEEDTOBREATHE;2017
"Chicago - Look Away.mp3";Look Away;Chicago;1989
"Weavers - On Top Of Old Smoky.mp3";On Top Of Old Smoky;Weavers;1951
"Carpenters - (They Long To Be) Close To You.mp3";(They Long To Be) Close To You;Carpenters;1970
"Tony Rich Project - Nobody Knows.mp3";Nobody Knows;Tony Rich Project;1996
"Elvis Presley - Hound Dog.mp3";Hound Dog;Elvis Presley;1956
"Nico, Vinz - Am I Wrong.mp3";Am I Wrong;Nico, Vinz;2014
"B.B. King, Eric Clapton - Riding With the King.mp3";Riding With the King;B.B. King, Eric Clapton;2000
"Mario Lanza - Be My Love.mp3";Be My Love;Mario Lanza;1951
"Tony Bennett - (I Left My Heart) In San Francisco.mp3";(I Left My Heart) In San Francisco;Tony Bennett;1962
"Patti Page - Doggie In The Window.mp3";Doggie In The Window;Patti Page;1953
"Fleetwoods - Mr. Blue.mp3";Mr. Blue;Fleetwoods;1959
"Whitney Houston - I Wanna Dance With Somebody (Who Loves Me).mp3";I Wanna Dance With Somebody (Who Loves Me);Whitney Houston;1987
"Kenny Wayne Shepherd Band - Nothing But the Night.mp3";Nothing But the Night;Kenny Wayne Shepherd Band;2017
"Iration - Fly with Me.mp3";Fly with Me;Iration;2017
"Demi Lovato - Sorry Not Sorry.mp3";Sorry Not Sorry;Demi Lovato;2017
"Everly Brothers - All I Have To Do Is Dream  Claudette.mp3";All I Have To Do Is Dream / Claudette;Everly Brothers;1958
"Ken Griffin , Jerry Wayne - You Can't Be True, Dear.mp3";You Can't Be True, Dear;Ken Griffin , Jerry Wayne;1948
"Whitney Houston - I Will Always Love You.mp3";I Will Always Love You;Whitney Houston;1993
"Gregory Porter - Insanity (feat. Lalah Hathaway).mp3";Insanity (feat. Lalah Hathaway);Gregory Porter;2016
"Fray - You Found Me.mp3";You Found Me;Fray;2009
"Labrinth - Misbehaving.mp3";Misbehaving;Labrinth;2017
"Jim Reeves - He'll Have To Go.mp3";He'll Have To Go;Jim Reeves;1960
"Hozier - Take Me To Church.mp3";Take Me To Church;Hozier;2015
"Christina Aguilera - Genie In A Bottle.mp3";Genie In A Bottle;Christina Aguilera;1999
"Simon , Garfunkel - Mrs. Robinson.mp3";Mrs. Robinson;Simon , Garfunkel;1968
"Kid Rock - Tennessee Mountain Top.mp3";Tennessee Mountain Top;Kid Rock;2017
"Rihanna - S&M.mp3";S&M;Rihanna;2011
"Foster The People - Pumped Up Kicks.mp3";Pumped Up Kicks;Foster The People;2011
"Olivia Newton-John - Physical.mp3";Physical;Olivia Newton-John;1982
"Daniel Powter - Bad Day.mp3";Bad Day;Daniel Powter;2006
"Real McCoy - Another Night.mp3";Another Night;Real McCoy;1995
"Flume - Never Be Like You (feat. Kai).mp3";Never Be Like You (feat. Kai);Flume;2016
"Damian Marley, Nas - Patience.mp3";Patience;Damian Marley, Nas;2010
"Pitbull, Ne-Yo, Afrojack, Nayer - Give Me Everything.mp3";Give Me Everything;Pitbull, Ne-Yo, Afrojack, Nayer;2011
