File Name;Song Title;Author;Year
"Kip Moore - More Girls Like You.mp3";More Girls Like You;Kip Moore;2017
"Kenny Wayne Shepherd Band - Baby Got Gone.mp3";Baby Got Gone;Kenny Wayne Shepherd Band;2017
"Bill Haley, His Comets - Rock Around The Clock.mp3";Rock Around The Clock;Bill Haley, His Comets;1955
"Teresa Brewer - Till I Waltz Again With You.mp3";Till I Waltz Again With You;Teresa Brewer;1953
"Shaggy - It Wasn't Me (feat. Ricardo Ducent).mp3";It Wasn't Me (feat. Ricardo Ducent);Shaggy;2000
"Thelma Houston - Don't Leave Me This Way.mp3";Don't Leave Me This Way;Thelma Houston;1977
"Harry James, His Orchestra - I've Heard That Song Before.mp3";I've Heard That Song Before;Harry James, His Orchestra;1943
"Ed Sheeran - Shape of You.mp3";Shape of You;Ed Sheeran;2017
"Don McLean - American Pie.mp3";American Pie;Don McLean;1972
"Roy Orbison - Oh, Pretty Woman.mp3";Oh, Pretty Woman;Roy Orbison;1964
"AC DC - You Shook Me All Night Long.mp3";You Shook Me All Night Long;AC DC;1980
"Dee Dee Sharp - Mashed Potato Time.mp3";Mashed Potato Time;Dee Dee Sharp;1962
"En Vogue - Hold On.mp3";Hold On;En Vogue;1990
"Russ Morgan - Cruising Down the River.mp3";Cruising Down the River;Russ Morgan;1949
"Herb Alpert, The Tijuana Brass - Spanish Flea.mp3";Spanish Flea;Herb Alpert, The Tijuana Brass;1965
"Luke Combs - Hurricane.mp3";Hurricane;Luke Combs;2015
"Bing Crosby - Only Forever.mp3";Only Forever;Bing Crosby;1940
"Jimmy Dorsey, His Orchestra - Maria Elena.mp3";Maria Elena;Jimmy Dorsey, His Orchestra;1941
"Carnage - Bricks (feat. Migos).mp3";Bricks (feat. Migos);Carnage;2014
"Guns N' Roses - Welcome to the Jungle.mp3";Welcome to the Jungle;Guns N' Roses;1987
"Frankie Laine - That Lucky Old Sun.mp3";That Lucky Old Sun;Frankie Laine;1949
"K-Ci , JoJo - All My Life.mp3";All My Life;K-Ci , JoJo;1998
"Fray - Over My Head (Cable Car).mp3";Over My Head (Cable Car);Fray;2006
"George Benson - This Masquerade.mp3";This Masquerade;George Benson;2001
"Supremes - You Can't Hurry Love.mp3";You Can't Hurry Love;Supremes;1966
"Lynyrd Skynyrd - Free Bird.mp3";Free Bird;Lynyrd Skynyrd;1973
"Temptations - Just My Imagination (Running Away With Me).mp3";Just My Imagination (Running Away With Me);Temptations;1971
"Al Jolson - Anniversary Song.mp3";Anniversary Song;Al Jolson;1947
"Captain, Tennille - Do That To Me One More Time.mp3";Do That To Me One More Time;Captain, Tennille;1980
"Jimmy Gilmer, The Fireballs - Sugar Shack.mp3";Sugar Shack;Jimmy Gilmer, The Fireballs;1963
"Kenny Loggins - Footloose.mp3";Footloose;Kenny Loggins;1984
"System Of A Down - Chop Suey!.mp3";Chop Suey!;System Of A Down;2001
"Carnage - I Like Tuh (feat. iLoveMakonnen).mp3";I Like Tuh (feat. iLoveMakonnen);Carnage;2015
"Kelly Clarkson - Since U Been Gone.mp3";Since U Been Gone;Kelly Clarkson;2005
"Herb Alpert, The Tijuana Brass - A Taste of Honey.mp3";A Taste of Honey;Herb Alpert, The Tijuana Brass;1965
"Ed Sheeran - Thinking Out Loud.mp3";Thinking Out Loud;Ed Sheeran;2014
"Queen - We Will Rock You.mp3";We Will Rock You;Queen;1977
"Coldplay - Viva La Vida.mp3";Viva La Vida;Coldplay;2008
"Chris Stapleton - Broken Halos.mp3";Broken Halos;Chris Stapleton;2017
"3 Doors Down - When I'm Gone.mp3";When I'm Gone;3 Doors Down;2003
"Santana, The Product GandB - Maria Maria.mp3";Maria Maria;Santana, The Product GandB;2000
"Jonny Lang - Signs.mp3";Signs;Jonny Lang;2017
"Electric Light Orchestra - Mr. Blue Sky.mp3";Mr. Blue Sky;Electric Light Orchestra;1977
"David Bowie - Fame.mp3";Fame;David Bowie;1975
"Sonny James - Young Love.mp3";Young Love;Sonny James;1957
"Metallica - Nothing Else Matters.mp3";Nothing Else Matters;Metallica;1991
"Tommy Dorsey, His Orchestra - There Are Such Things.mp3";There Are Such Things;Tommy Dorsey, His Orchestra;1942
"Four Knights - I Get So Lonely.mp3";I Get So Lonely;Four Knights;1954
"Toni Braxton - You're Makin' Me High - Let It Flow.mp3";You're Makin' Me High - Let It Flow;Toni Braxton;1996
"Earth, Wind, Fire - September.mp3";September;Earth, Wind, Fire;1978
"Jackson 5 - I'll Be There.mp3";I'll Be There;Jackson 5;1970
"Donna Summer - Bad Girls.mp3";Bad Girls;Donna Summer;1979
"Gr, Funk Railroad - The Loco-Motion.mp3";The Loco-Motion;Gr, Funk Railroad;1974
"Disturbed - The Sound of Silence.mp3";The Sound of Silence;Disturbed;2015
"Bangles - Walk Like An Egyptian.mp3";Walk Like An Egyptian;Bangles;1987
"Cupid - Cupid Shuffle.mp3";Cupid Shuffle;Cupid;2007
"Thomas Rhett - Unforgettable.mp3";Unforgettable;Thomas Rhett;2017
"Bebe Rexha, Florida Georgia Line - Meant to Be.mp3";Meant to Be;Bebe Rexha, Florida Georgia Line;2017
"Rihanna, Jay-Z - Umbrella.mp3";Umbrella;Rihanna, Jay-Z;2007
"The Weeknd - Party Monster.mp3";Party Monster;The Weeknd;2016
"Mike Posner - I Took A Pill In Ibiza.mp3";I Took A Pill In Ibiza;Mike Posner;2016
"Herman's Hermits - Can't You Hear My Heartbeat.mp3";Can't You Hear My Heartbeat;Herman's Hermits;1965
"Little Big Town - Better Man.mp3";Better Man;Little Big Town;2016
"The Glenn Miller Orchestra - Moonlight Cocktail.mp3";Moonlight Cocktail;The Glenn Miller Orchestra;1942
"The Mills Brothers - Paper Doll.mp3";Paper Doll;The Mills Brothers;1943
"Stick Figure - Weight of Sound (feat. TJ O'Neill).mp3";Weight of Sound (feat. TJ O'Neill);Stick Figure;2012
"Beth Hart - Fire on the Floor.mp3";Fire on the Floor;Beth Hart;2016
"Jason Derulo - In My Head.mp3";In My Head;Jason Derulo;2010
"fun. - Some Nights.mp3";Some Nights;fun.;2012
"Al Morgan - Jealous Heart.mp3";Jealous Heart;Al Morgan;1949
"Temptations - I Can't Get Next To You.mp3";I Can't Get Next To You;Temptations;1969
"Jo Stafford - You Belong To Me.mp3";You Belong To Me;Jo Stafford;1952
"Supremes - Where Did Our Love Go.mp3";Where Did Our Love Go;Supremes;1964
"Harmonicats - Peg O' My Heart.mp3";Peg O' My Heart;Harmonicats;1947
"Coolio - Gangsta's Paradise.mp3";Gangsta's Paradise;Coolio;1995
"Janet Jackson - That's The Way Love Goes.mp3";That's The Way Love Goes;Janet Jackson;1993
"Baauer - Harlem Shake.mp3";Harlem Shake;Baauer;2013
"Jennifer Lopez feat. Pitbull - On The Floor.mp3";On The Floor;Jennifer Lopez feat. Pitbull;2011
"Phil Collins - Another Day In Paradise.mp3";Another Day In Paradise;Phil Collins;1990
"Human League - Don't You Want Me.mp3";Don't You Want Me;Human League;1982
"Percy Faith - Theme From A Summer Place.mp3";"Theme From ""A Summer Place""";Percy Faith;1960
"Rebel Souljahz - Spaceship.mp3";Spaceship;Rebel Souljahz;2017
"Lulu - To Sir With Love.mp3";To Sir With Love;Lulu;1967
"Perry Como - Wanted.mp3";Wanted;Perry Como;1954
"Red Foley - Chattanoogie Shoe Shine Boy.mp3";Chattanoogie Shoe Shine Boy;Red Foley;1950
"Jimmy Dorsey, His Orchestra - The Breeze and I.mp3";The Breeze and I;Jimmy Dorsey, His Orchestra;1940
"Donna Lewis - I Love You Always Forever.mp3";I Love You Always Forever;Donna Lewis;1996
"Monica - Angel Of Mine.mp3";Angel Of Mine;Monica;1999
"Etta James - Stormy Weather.mp3";Stormy Weather;Etta James;1960
"Bing Crosby - Sunday, Monday or Always.mp3";Sunday, Monday or Always;Bing Crosby;1943
"Rod Stewart - Da Ya Think I'm Sexy.mp3";Da Ya Think I'm Sexy;Rod Stewart;1979
"Turtles - Happy Together.mp3";Happy Together;Turtles;1967
"Hot - Angel In Your Arms.mp3";Angel In Your Arms;Hot;1977
"Sam Cooke - Mean Old World.mp3";Mean Old World;Sam Cooke;1963
"Sly, The Family Stone - Everyday People.mp3";Everyday People;Sly, The Family Stone;1969
"Elton John - Candle In The Wind 1997 - Something About The Way You Look Tonight.mp3";Candle In The Wind 1997 - Something About The Way You Look Tonight;Elton John;1998
"Nat King Cole - Too Young.mp3";Too Young;Nat King Cole;1951
"matchbox twenty - Bent.mp3";Bent;matchbox twenty;2000
"Albert King - Born Under a Bad Sign.mp3";Born Under a Bad Sign;Albert King;1967
"Rod Stewart - Tonight's The Night (Gonna Be Alright).mp3";Tonight's The Night (Gonna Be Alright);Rod Stewart;1977
"Chris Janson - Fix a Drink.mp3";Fix a Drink;Chris Janson;2017
"Rusko - Woo Boost.mp3";Woo Boost;Rusko;2010
"Diana Ross - Touch Me In The Morning.mp3";Touch Me In The Morning;Diana Ross;1973
"LOCASH - Ring on Every Finger.mp3";Ring on Every Finger;LOCASH;2016
"Roberta Flack - The First Time Ever I Saw Your Face.mp3";The First Time Ever I Saw Your Face;Roberta Flack;1972
"Righteous Brothers - You've Lost That Lovin' Feelin'.mp3";You've Lost That Lovin' Feelin';Righteous Brothers;1965
"OneRepublic - Counting Stars.mp3";Counting Stars;OneRepublic;2014
"Bob Marley, The Wailers - One Love  People Get Ready.mp3";One Love People Get Ready;Bob Marley, The Wailers;1977
"J. Frank Wilson , The Cavaliers - Last Kiss.mp3";Last Kiss;J. Frank Wilson , The Cavaliers;1964
"Sixpence None The Richer - Kiss Me.mp3";Kiss Me;Sixpence None The Richer;1999
"Mario - Let Me Love You.mp3";Let Me Love You;Mario;2005
"Eddie Rabbitt - I Love A Rainy Night.mp3";I Love A Rainy Night;Eddie Rabbitt;1981
"Les Baxter - The Poor People Of Paris.mp3";The Poor People Of Paris;Les Baxter;1956
"Lukas Graham - 7 Years.mp3";7 Years;Lukas Graham;2016
"Maroon 5 - This Love.mp3";This Love;Maroon 5;2004
"Jimmy Dorsey, His Orchestra - Besame Mucho (Kiss Me Much).mp3";Besame Mucho (Kiss Me Much);Jimmy Dorsey, His Orchestra;1944
"Chris Lane - For Her.mp3";For Her;Chris Lane;2015
"Muddy Waters - Mannish Boy.mp3";Mannish Boy;Muddy Waters;1977
"Billy Idol - Cradle Of Love.mp3";Cradle Of Love;Billy Idol;1990
"Nelly Furtado, Timbaland - Promiscuous.mp3";Promiscuous;Nelly Furtado, Timbaland;2006
"Toto - Africa.mp3";Africa;Toto;1982
"Alicia Keys - If I Ain't Got You.mp3";If I Ain't Got You;Alicia Keys;2003
"Lizz Wright - Southern Nights.mp3";Southern Nights;Lizz Wright;2017
"Black Eyed Peas - Don't Phunk With My Heart.mp3";Don't Phunk With My Heart;Black Eyed Peas;2005
"Bruce Channel - Hey! Baby.mp3";Hey! Baby;Bruce Channel;1962
"Katy Perry, Juicy J - Dark Horse.mp3";Dark Horse;Katy Perry, Juicy J;2014
"Flo Rida - My House.mp3";My House;Flo Rida;2016
"Elton John - Philadelphia Freedom.mp3";Philadelphia Freedom;Elton John;1975
"TOKiMONSTA - Mileena's Theme.mp3";Mileena's Theme;TOKiMONSTA;2011
"Bill Withers - Lean On Me.mp3";Lean On Me;Bill Withers;1972
"John Cougar - Jack And Diane.mp3";Jack And Diane;John Cougar;1982
"Herb Alpert, The Tijuana Brass - The Lonely Bull (El Solo Toro).mp3";The Lonely Bull (El Solo Toro);Herb Alpert, The Tijuana Brass;1962
"Khalid - Young Dumb & Broke (Remix) [feat. Rae Sremmurd & Lil Yachty].mp3";Young Dumb & Broke (Remix) [feat. Rae Sremmurd & Lil Yachty];Khalid;2017
"B.B. King, U2 - When Love Comes to Town.mp3";When Love Comes to Town;B.B. King, U2;1998
"Gale Garnett - We'll Sing In The Sunshine.mp3";We'll Sing In The Sunshine;Gale Garnett;1964
"Robert Johnson - Cross Road Blues.mp3";Cross Road Blues;Robert Johnson;1990
"The Louisiana Blues Brothas - My Sidepiece (feat. Pokey & Major Clark Jr.).mp3";My Sidepiece (feat. Pokey & Major Clark Jr.);The Louisiana Blues Brothas;2014
"Fleetwood Mac - Landslide.mp3";Landslide;Fleetwood Mac;1975
"Mark Ronson - Uptown Funk (feat. Bruno Mars).mp3";Uptown Funk (feat. Bruno Mars);Mark Ronson;2014
"Lil Jon, The East Side Boyz feat. Ying Yang Twins - Get Low.mp3";Get Low;Lil Jon, The East Side Boyz feat. Ying Yang Twins;2003
"Chaka Demus, Pliers - Murder She Wrote.mp3";Murder She Wrote;Chaka Demus, Pliers;1987
"Florida Georgia Line - H.O.L.Y..mp3";H.O.L.Y.;Florida Georgia Line;2016
"LANCO - Greatest Love Story.mp3";Greatest Love Story;LANCO;2016
"Foo Fighters - Run.mp3";Run;Foo Fighters;2017
"Belinda Carlisle - Heaven Is A Place On Earth.mp3";Heaven Is A Place On Earth;Belinda Carlisle;1988
"Elvis Presley - All Shook Up.mp3";All Shook Up;Elvis Presley;1957
"Elvis Presley - Crying In The Chapel.mp3";Crying In The Chapel;Elvis Presley;1965
"Lynyrd Skynyrd - Sweet Home Alabama.mp3";Sweet Home Alabama;Lynyrd Skynyrd;1974
"Bonnie Tyler - Total Eclipse Of The Heart.mp3";Total Eclipse Of The Heart;Bonnie Tyler;1983
"Young Rascals - Groovin'.mp3";Groovin';Young Rascals;1967
"Chuck Berry - Route 66.mp3";Route 66;Chuck Berry;1958
"B.o.B feat. Bruno Mars - Nothin' On You.mp3";Nothin' On You;B.o.B feat. Bruno Mars;2010
"Ted Weems - Heartaches.mp3";Heartaches;Ted Weems;1947
"Russell Dickerson - Yours.mp3";Yours;Russell Dickerson;2016
"Julia Michaels - Issues.mp3";Issues;Julia Michaels;2017
"King Floyd - Groove Me.mp3";Groove Me;King Floyd;1994
"Jonny Lang - Make It Move.mp3";Make It Move;Jonny Lang;2017
"Donny Osmond - Go Away Little Girl.mp3";Go Away Little Girl;Donny Osmond;1971
"Justin Bieber - Sorry.mp3";Sorry;Justin Bieber;2016
"Tony Bennett - Cold, Cold Heart.mp3";Cold, Cold Heart;Tony Bennett;1951
"Usher, Lil Jon, Ludacris - Yeah!.mp3";Yeah!;Usher, Lil Jon, Ludacris;2004
"Paula Abdul - Cold Hearted.mp3";Cold Hearted;Paula Abdul;1989
"Bryan Adams, Rod Stewart , Sting - All For Love.mp3";All For Love;Bryan Adams, Rod Stewart , Sting;1994
"Maroon 5 - What Lovers Do (feat. SZA).mp3";What Lovers Do (feat. SZA);Maroon 5;2017
"Robert John - Sad Eyes.mp3";Sad Eyes;Robert John;1979
"Debbie Gibson - Lost In Your Eyes.mp3";Lost In Your Eyes;Debbie Gibson;1989
"Mr.Tac - Unforgettable (Drop-Zone Remix).mp3";Unforgettable (Drop-Zone Remix);Mr.Tac;2017
"INXS - Need You Tonight.mp3";Need You Tonight;INXS;1988
"En Vogue - Don't Let Go (Love).mp3";Don't Let Go (Love);En Vogue;1997
"Seth MacFarlane - Almost Like Being In Love.mp3";Almost Like Being In Love;Seth MacFarlane;2017
"Ray Stevens - The Streak.mp3";The Streak;Ray Stevens;1974
"Barbra Streisand - The Way We Were.mp3";The Way We Were;Barbra Streisand;1974
"Childish Gambino - Redbone.mp3";Redbone;Childish Gambino;2016
"SZA - The Weekend.mp3";The Weekend;SZA;2017
"Percy Faith - Song From Moulin Rouge.mp3";Song From Moulin Rouge;Percy Faith;1953
"Keith Urban - Blue Ain't Your Color.mp3";Blue Ain't Your Color;Keith Urban;2016
"Jewel - Foolish Games - You Were Meant For Me.mp3";Foolish Games / You Were Meant For Me;Jewel;1997
"Righteous Brothers - (You're My) Soul And Inspiration.mp3";(You're My) Soul And Inspiration;Righteous Brothers;1966
"Jon, Sondra Steele - My Happiness.mp3";My Happiness;Jon, Sondra Steele;1948
"TLC - Baby-Baby-Baby.mp3";Baby-Baby-Baby;TLC;1992
"Beach Boys - I Get Around.mp3";I Get Around;Beach Boys;1964
"Otis Redding - (Sittin' On) The Dock Of The Bay.mp3";(Sittin' On) The Dock Of The Bay;Otis Redding;1968
"Scott Bradlee's Postmodern Jukebox - Seven Nation Army (feat. Haley Reinhart).mp3";Seven Nation Army (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;2015
"Mitchell Ayres, His Fashions in Music - Make-Believe Island.mp3";Make-Believe Island;Mitchell Ayres, His Fashions in Music;1940
"Little Eva - The Loco-Motion.mp3";The Loco-Motion;Little Eva;1962
"Katy Perry, Snoop Dogg - California Gurls.mp3";California Gurls;Katy Perry, Snoop Dogg;2010
"Peggy Lee - Manana.mp3";Manana;Peggy Lee;1948
"Weeknd - Can't Feel My Face.mp3";Can't Feel My Face;Weeknd;2015
"Three Dog Night - Joy To The World.mp3";Joy To The World;Three Dog Night;1971
"Elton John - Bennie And The Jets.mp3";Bennie And The Jets;Elton John;1974
"James Ingram, Patti Austin, Quincy Jones - Baby, Come to Me.mp3";Baby, Come to Me;James Ingram, Patti Austin, Quincy Jones;1981
"Shelley Fabares - Johnny Angel.mp3";Johnny Angel;Shelley Fabares;1962
"Bing Crosby - Swinging on a Star.mp3";Swinging on a Star;Bing Crosby;1944
"Bell Biv Devoe - Poison.mp3";Poison;Bell Biv Devoe;1990
"Chubby Checker - Pony Time.mp3";Pony Time;Chubby Checker;1961
"Blake Shelton - I'll Name the Dogs.mp3";I'll Name the Dogs;Blake Shelton;2017
"Extreme - More Than Words.mp3";More Than Words;Extreme;1991
"Camila Cabello - Havana (feat. Young Thug).mp3";Havana (feat. Young Thug);Camila Cabello;2017
"Francis Craig - Near You.mp3";Near You;Francis Craig;1947
"Wayne Wonder - No Letting Go.mp3";No Letting Go;Wayne Wonder;2002
"Grover Washington, Jr. - Just the Two of Us (feat. Bill Withers).mp3";Just the Two of Us (feat. Bill Withers);Grover Washington, Jr.;1980
"Mariah Carey - Dreamlover.mp3";Dreamlover;Mariah Carey;1993
"Khalid - Young Dumb & Broke.mp3";Young Dumb & Broke;Khalid;2017
"Van Morrison - Transformation.mp3";Transformation;Van Morrison;2017
"Scott Bradlee's Postmodern Jukebox - Creep (feat. Haley Reinhart).mp3";Creep (feat. Haley Reinhart);Scott Bradlee's Postmodern Jukebox;2015
"Monkees - Last Train To Clarksville.mp3";Last Train To Clarksville;Monkees;1966
"Toni Braxton - Un-Break My Heart.mp3";Un-Break My Heart;Toni Braxton;1997
"Faith Hill - Breathe.mp3";Breathe;Faith Hill;2000
"Pink Floyd - Wish You Were Here.mp3";Wish You Were Here;Pink Floyd;1975
"Hailee Steinfeld, Alesso - Let Me Go (feat. Florida Georgia Line & watt).mp3";Let Me Go (feat. Florida Georgia Line & watt);Hailee Steinfeld, Alesso;2017
"Missy Elliott feat. Ciara, Fat Man Scoop - Lose Control.mp3";Lose Control;Missy Elliott feat. Ciara, Fat Man Scoop;2005
"Perez Prado - Cherry Pink And Apple Blossom White.mp3";Cherry Pink And Apple Blossom White;Perez Prado;1955
"Rihanna, Drake - Work.mp3";Work;Rihanna, Drake;2016
"Beatles - I Want To Hold Your Hand.mp3";I Want To Hold Your Hand;Beatles;1964
"Quincy Jones - Just Once.mp3";Just Once;Quincy Jones;1981
"Kris Kross - Jump.mp3";Jump;Kris Kross;1992
"Shakira, Wyclef Jean - Hips Don't Lie.mp3";Hips Don't Lie;Shakira, Wyclef Jean;2006
"John Denver - Thank God I'm A Country Boy.mp3";Thank God I'm A Country Boy;John Denver;1975
"Johnny Mercer - Personality.mp3";Personality;Johnny Mercer;1946
"Johnnie Taylor - Soul Heaven.mp3";Soul Heaven;Johnnie Taylor;1999
"Leon Bridges - River.mp3";River;Leon Bridges;2015
"Mark Ronson, Bruno Mars - Uptown Funk!.mp3";Uptown Funk!;Mark Ronson, Bruno Mars;2015
"Sia feat. Sean Paul - Cheap Thrills.mp3";Cheap Thrills;Sia feat. Sean Paul;2016
"Lloyd Price - Personality.mp3";Personality;Lloyd Price;1959
"Florida Georgia Line - Smooth.mp3";Smooth;Florida Georgia Line;2016
"Kane Brown - What Ifs (feat. Lauren Alaina).mp3";What Ifs (feat. Lauren Alaina);Kane Brown;2016
"Impressions - It's All Right.mp3";It's All Right;Impressions;1963
"Van Morrison - Bring It On Home To Me.mp3";Bring It On Home To Me;Van Morrison;2017
"Herb Alpert - Rise.mp3";Rise;Herb Alpert;1979
"Les Brown, His Orchestra - Sentimental Journey.mp3";Sentimental Journey;Les Brown, His Orchestra;1945
"3 Doors Down - Here Without You.mp3";Here Without You;3 Doors Down;2004
"Thomas Rhett - Die a Happy Man.mp3";Die a Happy Man;Thomas Rhett;2015
"Susan Tedeschi - Angel from Montgomery (Live).mp3";Angel from Montgomery (Live);Susan Tedeschi;2004
"Hugo Montenegro - The Good, The Bad And The Ugly.mp3";The Good, The Bad And The Ugly;Hugo Montenegro;1968
"Paul McCartney, Stevie Wonder - Ebony And Ivory.mp3";Ebony And Ivory;Paul McCartney, Stevie Wonder;1982
"Trombone Shorty - Here Come the Girls.mp3";Here Come the Girls;Trombone Shorty;2017
"Pussycat Dolls feat. Snoop Dogg - Buttons.mp3";Buttons;Pussycat Dolls feat. Snoop Dogg;2006
"Everly Brothers - Cathy's Clown.mp3";Cathy's Clown;Everly Brothers;1960
"Lady Antebellum - You Look Good.mp3";You Look Good;Lady Antebellum;2017
"Love Unlimited Orchestra - Love's Theme.mp3";Love's Theme;Love Unlimited Orchestra;1974
"Shai - If I Ever Fall In Love.mp3";If I Ever Fall In Love;Shai;1993
"The Glenn Miller Orchestra - When You Wish upon a Star.mp3";When You Wish upon a Star;The Glenn Miller Orchestra;1940
"Bing Crosby , The ,rews Sisters - South America, Take It Away.mp3";South America, Take It Away;Bing Crosby , The ,rews Sisters;1946
"Song Spinners - Comin' in on a Wing and a Prayer.mp3";Comin' in on a Wing and a Prayer;Song Spinners;1943
"Diamonds - Little Darlin'.mp3";Little Darlin';Diamonds;1957
"Mama's , The Papa's - California Dreamin'.mp3";California Dreamin';Mama's , The Papa's;1966
"Donna Summer - Hot Stuff.mp3";Hot Stuff;Donna Summer;1979
"Sammy Kaye , Don Cornell - It Isn't Fair.mp3";It Isn't Fair;Sammy Kaye , Don Cornell;1950
"Nat King Cole - L-O-V-E.mp3";L-O-V-E;Nat King Cole;2008
"Wham! - Careless Whisper.mp3";Careless Whisper;Wham!;1985
"Jason Aldean - They Don't Know.mp3";They Don't Know;Jason Aldean;2016
"Queen, David Bowie - Under Pressure.mp3";Under Pressure;Queen, David Bowie;1981
"Dee Clark - Raindrops.mp3";Raindrops;Dee Clark;1961
"Elvis Presley - Heartbreak Hotel.mp3";Heartbreak Hotel;Elvis Presley;1956
"Lorde - Royals.mp3";Royals;Lorde;2013
"Gary Wright - Love Is Alive.mp3";Love Is Alive;Gary Wright;1976
"Mac Davis - Baby Don't Get Hooked On Me.mp3";Baby Don't Get Hooked On Me;Mac Davis;1972
"Mariah Carey, Boyz II Men - One Sweet Day.mp3";One Sweet Day;Mariah Carey, Boyz II Men;1996
"Gogi Grant - The Wayward Wind.mp3";The Wayward Wind;Gogi Grant;1956
"Puff Daddy, Faith Evans - I'll Be Missing You.mp3";I'll Be Missing You;Puff Daddy, Faith Evans;1997
"Beyonce - Irreplaceable.mp3";Irreplaceable;Beyonce;2007
"Luke Combs - When It Rains It Pours.mp3";When It Rains It Pours;Luke Combs;2016
"Knack - My Sharona.mp3";My Sharona;Knack;1979
"Milli Vanilli - Girl You Know It's True.mp3";Girl You Know It's True;Milli Vanilli;1989
"Cascades - Rhythm Of The Rain.mp3";Rhythm Of The Rain;Cascades;1963
"Billy Currington - Do I Make You Wanna.mp3";Do I Make You Wanna;Billy Currington;2015
"Vybz Kartel - Fever.mp3";Fever;Vybz Kartel;2016
"Mary J. Blige - Be Without You.mp3";Be Without You;Mary J. Blige;2006
"Bob Marley, The Wailers - I Shot the Sheriff.mp3";I Shot the Sheriff;Bob Marley, The Wailers;1973
"NEEDTOBREATHE - Hard Love (feat. Lauren Daigle).mp3";Hard Love (feat. Lauren Daigle);NEEDTOBREATHE;2017
"Chicago - Look Away.mp3";Look Away;Chicago;1989
"Weavers - On Top Of Old Smoky.mp3";On Top Of Old Smoky;Weavers;1951
"Carpenters - (They Long To Be) Close To You.mp3";(They Long To Be) Close To You;Carpenters;1970
"Tony Rich Project - Nobody Knows.mp3";Nobody Knows;Tony Rich Project;1996
"Elvis Presley - Hound Dog.mp3";Hound Dog;Elvis Presley;1956
"Nico, Vinz - Am I Wrong.mp3";Am I Wrong;Nico, Vinz;2014
"B.B. King, Eric Clapton - Riding With the King.mp3";Riding With the King;B.B. King, Eric Clapton;2000
"Mario Lanza - Be My Love.mp3";Be My Love;Mario Lanza;1951
"Tony Bennett - (I Left My Heart) In San Francisco.mp3";(I Left My Heart) In San Francisco;Tony Bennett;1962
"Patti Page - Doggie In The Window.mp3";Doggie In The Window;Patti Page;1953
"Fleetwoods - Mr. Blue.mp3";Mr. Blue;Fleetwoods;1959
"Whitney Houston - I Wanna Dance With Somebody (Who Loves Me).mp3";I Wanna Dance With Somebody (Who Loves Me);Whitney Houston;1987
"Kenny Wayne Shepherd Band - Nothing But the Night.mp3";Nothing But the Night;Kenny Wayne Shepherd Band;2017
"Iration - Fly with Me.mp3";Fly with Me;Iration;2017
"Demi Lovato - Sorry Not Sorry.mp3";Sorry Not Sorry;Demi Lovato;2017
"Everly Brothers - All I Have To Do Is Dream  Claudette.mp3";All I Have To Do Is Dream / Claudette;Everly Brothers;1958
"Ken Griffin , Jerry Wayne - You Can't Be True, Dear.mp3";You Can't Be True, Dear;Ken Griffin , Jerry Wayne;1948
"Whitney Houston - I Will Always Love You.mp3";I Will Always Love You;Whitney Houston;1993
"Gregory Porter - Insanity (feat. Lalah Hathaway).mp3";Insanity (feat. Lalah Hathaway);Gregory Porter;2016
"Fray - You Found Me.mp3";You Found Me;Fray;2009
"Labrinth - Misbehaving.mp3";Misbehaving;Labrinth;2017
"Jim Reeves - He'll Have To Go.mp3";He'll Have To Go;Jim Reeves;1960
"Hozier - Take Me To Church.mp3";Take Me To Church;Hozier;2015
"Christina Aguilera - Genie In A Bottle.mp3";Genie In A Bottle;Christina Aguilera;1999
"Simon , Garfunkel - Mrs. Robinson.mp3";Mrs. Robinson;Simon , Garfunkel;1968
"Kid Rock - Tennessee Mountain Top.mp3";Tennessee Mountain Top;Kid Rock;2017
"Rihanna - S&M.mp3";S&M;Rihanna;2011
"Foster The People - Pumped Up Kicks.mp3";Pumped Up Kicks;Foster The People;2011
"Olivia Newton-John - Physical.mp3";Physical;Olivia Newton-John;1982
"Daniel Powter - Bad Day.mp3";Bad Day;Daniel Powter;2006
"Real McCoy - Another Night.mp3";Another Night;Real McCoy;1995
"Flume - Never Be Like You (feat. Kai).mp3";Never Be Like You (feat. Kai);Flume;2016
"Damian Marley, Nas - Patience.mp3";Patience;Damian Marley, Nas;2010
"Pitbull, Ne-Yo, Afrojack, Nayer - Give Me Everything.mp3";Give Me Everything;Pitbull, Ne-Yo, Afrojack, Nayer;2011
"Mr. Acker Bilk - Stranger On The Shore.mp3";Stranger On The Shore;Mr. Acker Bilk;1962
"Billy Vaughn - Sail Along Silvery Moon - Raunchy.mp3";Sail Along Silvery Moon - Raunchy;Billy Vaughn;1958
"Jive Five - My True Story.mp3";My True Story;Jive Five;1961
"Beatles - Hey Jude.mp3";Hey Jude;Beatles;1968
"Amy Grant - Baby, Baby.mp3";Baby, Baby;Amy Grant;1991
"Jon Secada - Just Another Day.mp3";Just Another Day;Jon Secada;1992
"Joe Bonamassa - Slow Train.mp3";Slow Train;Joe Bonamassa;2011
"Usher, will.i.am - OMG.mp3";OMG;Usher, will.i.am;2010
"Toni Braxton - He Wasn't Man Enough.mp3";He Wasn't Man Enough;Toni Braxton;2000
